Year,Month,Source,Producto,Etiqueta,Tamaño,Color,Cajas,Kilos,Importe_Venta
2023,Noviembre,bod,Pepino,VEGETALES,LARGE,,11,0.0,0.0
2023,Noviembre,bod,Pepino,VEGETALES,SSELE,,2,0.0,0.0
2023,Noviembre,bod,Pepino,FRESH VEGETALES,XL,,55,0.0,0.0
2023,Noviembre,bod,Pepino,VEGETALES,XL,,2,0.0,0.0
2023,Noviembre,bod,Serrano,SIN ETIQUETA,SIN TAMAÑO,,2,51.5,0.0
2023,Noviembre,bod,Tomate Bola,GENERICA,3 X 4,,6,0.0,0.0
2023,Noviembre,bod,Tomate Bola,TOMATOES ,3 X 4,,13,0.0,0.0
2023,Noviembre,bod,Tomate Bola,BIG TOM,4 X 4,,8,0.0,0.0
2023,Noviembre,bod,Tomate Bola,GREAT FARM,4 X 4,3.5,66,0.0,0.0
2023,Noviembre,bod,Tomate Bola,GREAT FARM,4 X 4,COLOR 2,4,0.0,0.0
2023,Noviembre,bod,Tomate Bola,GREAT FARM,4 X 4,COLOR 3,42,0.0,0.0
2023,Noviembre,bod,Tomate Bola,GREAT FARM,4 X 4,COLOR 4,4,0.0,0.0
2023,Noviembre,bod,Tomate Bola,TOMATOES ,4 X 4,,16,0.0,0.0
2023,Noviembre,bod,Tomate Bola,GENERICA,4 X 5,,10,0.0,0.0
2023,Noviembre,bod,Tomate Bola,GREAT FARM,4 X 5,3.5,210,0.0,0.0
2023,Noviembre,bod,Tomate Bola,TOMATOES ,4 X 5,,45,0.0,0.0
2023,Noviembre,bod,Tomate Bola,GENERICA,5 X 5,,4,0.0,0.0
2023,Noviembre,bod,Tomate Bola,GENERICA,5 X 6,,133,0.0,0.0
2023,Noviembre,bod,Tomate Bola,GREAT FARM,5 X 6,3.5,99,0.0,0.0
2023,Noviembre,bod,Tomate Bola,GREAT FARM,5 X 6,COLOR 2,49,0.0,0.0
2023,Noviembre,bod,Tomate Bola,GREEN LAND,5 X 6,3.5,68,0.0,0.0
2023,Noviembre,bod,Tomate Bola,GREEN LAND,5 X 6,COLOR 2,1,0.0,0.0
2023,Noviembre,bod,Tomate Bola,TOMATOES ,5 X 6,,27,0.0,0.0
2023,Noviembre,bod,Tomate Bola,VIKINGO,5 X 6,,63,0.0,0.0
2023,Noviembre,bod,Tomate Bola,GENERICA,6 X 6,,6,0.0,0.0
2023,Noviembre,bod,Tomate Bola,SAN JOSE,6 X 6,,21,0.0,0.0
2023,Noviembre,bod,Tomate Bola,GREAT FARM,6 X 7,3.5,70,0.0,0.0
2023,Noviembre,bod,Tomate Bola,GREAT FARM,6 X 7,COLOR 4,49,0.0,0.0
2023,Noviembre,bod,Tomate Bola,KINGDOM FRESH,6 X 7,COLOR 3,27,0.0,0.0
2023,Noviembre,bod,Tomate Bola,MAGIC SUN,6 X 7,,37,0.0,0.0
2023,Noviembre,bod,Tomate Saladete,GENERICA,2 DA,,245,0.0,0.0
2023,Noviembre,bod,Tomate Saladete,SELECT TOMATE ,2 DA SM,,1,0.0,0.0
2023,Noviembre,bod,Tomate Saladete,BARAJAS,LG,,14,0.0,0.0
2023,Noviembre,bod,Tomate Saladete,BIG TOM,LG,,132,0.0,0.0
2023,Noviembre,bod,Tomate Saladete,DOÑA ESTHER,LG,,165,0.0,0.0
2023,Noviembre,bod,Tomate Saladete,EXCELLENT,LG,,1,0.0,0.0
2023,Noviembre,bod,Tomate Saladete,GENERICA,LG,,64,0.0,0.0
2023,Noviembre,bod,Tomate Saladete,KRAF,LG,,99,0.0,0.0
2023,Noviembre,bod,Tomate Saladete,TOMATOES ,LG,,39,0.0,0.0
2023,Noviembre,bod,Tomate Saladete,TRIDAN,LG,,49,0.0,0.0
2023,Noviembre,bod,Tomate Saladete,TULA,LG,,1,0.0,0.0
2023,Noviembre,bod,Tomate Saladete,DOÑA ESTHER,MD,,92,0.0,0.0
2023,Noviembre,bod,Tomate Saladete,EXCELLENT,MD,,46,0.0,0.0
2023,Noviembre,bod,Tomate Saladete,GENERICA,MD,,272,0.0,0.0
2023,Noviembre,bod,Tomate Saladete,GREAT FARM,MD,3.5,8,0.0,0.0
2023,Noviembre,bod,Tomate Saladete,GREEN LAND,MD,3.5,83,0.0,0.0
2023,Noviembre,bod,Tomate Saladete,GREEN LAND,MD,COLOR 4,4,0.0,0.0
2023,Noviembre,bod,Tomate Saladete,KRAF,MD,,12,0.0,0.0
2023,Noviembre,bod,Tomate Saladete,SELECT TOMATE ,MD,,3,0.0,0.0
2023,Noviembre,bod,Tomate Saladete,SELECTO,MD,,21,0.0,0.0
2023,Noviembre,bod,Tomate Saladete,TRIDAN,MD,,4,0.0,0.0
2023,Noviembre,bod,Tomate Saladete,TRIPLE H,MD,,30,0.0,0.0
2023,Noviembre,bod,Tomate Saladete,TULA,MD,,72,0.0,0.0
2023,Noviembre,bod,Tomate Saladete,AGROFRESH,SM,,1,0.0,0.0
2023,Noviembre,bod,Tomate Saladete,BARAJAS,SM,,24,0.0,0.0
2023,Noviembre,bod,Tomate Saladete,DOÑA ESTHER,SM,,166,0.0,0.0
2023,Noviembre,bod,Tomate Saladete,EL PANINO,SM,,32,0.0,0.0
2023,Noviembre,bod,Tomate Saladete,EL TORO,SM,,4,0.0,0.0
2023,Noviembre,bod,Tomate Saladete,EXCELLENT,SM,,1,0.0,0.0
2023,Noviembre,bod,Tomate Saladete,GENERICA,SM,,20,0.0,0.0
2023,Noviembre,bod,Tomate Saladete,GREAT FARM,SM,COLOR 2,55,0.0,0.0
2023,Noviembre,bod,Tomate Saladete,GREAT FARM,SM,COLOR 4,49,0.0,0.0
2023,Noviembre,bod,Tomate Saladete,GREEN LAND,SM,COLOR 3,44,0.0,0.0
2023,Noviembre,bod,Tomate Saladete,KINGDOM FRESH,SM,COLOR 4,17,0.0,0.0
2023,Noviembre,bod,Tomate Saladete,KRAF,SM,,147,0.0,0.0
2023,Noviembre,bod,Tomate Saladete,LUCCAS,SM,,241,0.0,0.0
2023,Noviembre,bod,Tomate Saladete,MAYTE,SM,,2,0.0,0.0
2023,Noviembre,bod,Tomate Saladete,PACIFIC,SM,,52,0.0,0.0
2023,Noviembre,bod,Tomate Saladete,SELECT TOMATE ,SM,,73,0.0,0.0
2023,Noviembre,bod,Tomate Saladete,SELECTO,SM,,28,0.0,0.0
2023,Noviembre,bod,Tomate Saladete,TOMATOES ,SM,,6,0.0,0.0
2023,Noviembre,bod,Tomate Saladete,TRICAR,SM,,70,0.0,0.0
2023,Noviembre,bod,Tomate Saladete,TRIPLE H,SM,,67,0.0,0.0
2023,Noviembre,bod,Tomate Saladete,EXCELLENT,SSM,,5,0.0,0.0
2023,Noviembre,bod,Tomate Saladete,GREAT FARM,SSM,COLOR 2,27,0.0,0.0
2023,Noviembre,bod,Tomate Saladete,BIG TOM,XL,,48,0.0,0.0
2023,Noviembre,bod,Tomate Saladete,DOÑA ESTHER,XL,,75,0.0,0.0
2023,Noviembre,bod,Tomate Saladete,EL TORO,XL,,32,0.0,0.0
2023,Noviembre,bod,Tomate Saladete,GENERICA,XL,,64,0.0,0.0
2023,Noviembre,bod,Tomate Saladete,GREEN LAND,XL,COLOR 4,37,0.0,0.0
2023,Noviembre,bod,Tomate Saladete,KRAF,XL,,36,0.0,0.0
2023,Noviembre,bod,Tomate Saladete,MAYTE,XL,,178,0.0,0.0
2023,Noviembre,bod,Tomate Saladete,SANDIA,XL,,73,0.0,0.0
2023,Noviembre,bod,Tomate Saladete,TOMATOES ,XL,,73,0.0,0.0
2023,Noviembre,bod,Tomate Saladete,TRICAR,XL,,47,0.0,0.0
2023,Noviembre,bod,Tomate Saladete,BARAJAS,XXL,,8,0.0,0.0
2023,Noviembre,bod,Tomate Saladete,DOÑA ESTHER,XXL,,62,0.0,0.0
2023,Noviembre,bod,Tomate Saladete,GENERICA,XXL,,275,0.0,0.0
2023,Noviembre,bod,Tomate Saladete,GREAT FARM,XXL,3.5,33,0.0,0.0
2023,Noviembre,bod,Tomate Saladete,GREAT FARM,XXL,COLOR 3,35,0.0,0.0
2023,Noviembre,bod,Tomate Saladete,GREEN LAND,XXL,COLOR 4,21,0.0,0.0
2023,Noviembre,bod,Tomate Saladete,KRAF,XXL,,153,0.0,0.0
2023,Noviembre,bod,Tomate Saladete,SELECTO,XXL,,69,0.0,0.0
2023,Noviembre,bod,Tomate Saladete,TRIDAN,XXL,,11,0.0,0.0
2023,Diciembre,bod,Cebolla ,SIN ETIQUETA,JB SELEC,,2,27.0,0.0
2023,Diciembre,bod,Cebolla ,SIN ETIQUETA,JB SELEC,S/C,0,30.0,0.0
2023,Diciembre,bod,Cebolla ,SIN ETIQUETA,LG SEL,,0,16.0,0.0
2023,Diciembre,bod,Cebolla ,SIN ETIQUETA,LM SELEC,,6,17.4,0.0
2023,Diciembre,bod,Cebolla ,SIN ETIQUETA,LM SELEC,S/C,0,13.5,0.0
2023,Diciembre,bod,Cebolla ,SIN ETIQUETA,PP SELEC,S/C,10,31.0,0.0
2023,Diciembre,bod,Cebolla Morada,SIN ETIQUETA,SIN TAMAÑO,,9,18.0,0.0
2023,Diciembre,bod,Cebolla amarilla,SIN ETIQUETA,SIN TAMAÑO,,34,18.0,0.0
2023,Diciembre,bod,Jalapeño,SIN ETIQUETA,SIN TAMAÑO,,1,59.0,0.0
2023,Diciembre,bod,Morron ,LANDER,LG,,1,0.0,0.0
2023,Diciembre,bod,Morron ,VEGETALES,XL,,2,0.0,0.0
2023,Diciembre,bod,Pepino,RUA,XL,,1,0.0,0.0
2023,Diciembre,bod,Pepino,RUA,XXL,,1,0.0,0.0
2023,Diciembre,bod,Serrano,SIN ETIQUETA,SIN TAMAÑO,,7,135.88,0.0
2023,Diciembre,bod,Tomate Bola,BIG TOM,4 X 4,,27,0.0,0.0
2023,Diciembre,bod,Tomate Bola,GENERICA,4 X 4,,83,0.0,0.0
2023,Diciembre,bod,Tomate Bola,GREAT FARM,4 X 4,COLOR 4,71,0.0,0.0
2023,Diciembre,bod,Tomate Bola,GREEN LAND,4 X 4,3.5,59,0.0,0.0
2023,Diciembre,bod,Tomate Bola,GENERICA,4 X 5,,1,0.0,0.0
2023,Diciembre,bod,Tomate Bola,GREAT FARM,4 X 5,3.5,68,0.0,0.0
2023,Diciembre,bod,Tomate Bola,GREAT FARM,4 X 5,COLOR 4,118,0.0,0.0
2023,Diciembre,bod,Tomate Bola,BIG TOM,5 X 5,,10,0.0,0.0
2023,Diciembre,bod,Tomate Bola,GENERICA,5 X 5,,3,0.0,0.0
2023,Diciembre,bod,Tomate Bola,GREAT FARM,5 X 5,COLOR 4,120,0.0,0.0
2023,Diciembre,bod,Tomate Bola,GREEN LAND,5 X 5,3.5,135,0.0,0.0
2023,Diciembre,bod,Tomate Bola,GREEN LAND,5 X 5,COLOR 3,9,0.0,0.0
2023,Diciembre,bod,Tomate Bola,GREEN LAND,5 X 5,COLOR 4,162,0.0,0.0
2023,Diciembre,bod,Tomate Bola,BIG TOM,5 X 6,,20,0.0,0.0
2023,Diciembre,bod,Tomate Bola,GENERICA,5 X 6,,10,0.0,0.0
2023,Diciembre,bod,Tomate Bola,GREAT FARM,5 X 6,3.5,1,0.0,0.0
2023,Diciembre,bod,Tomate Bola,GREAT FARM,5 X 6,COLOR 3,70,0.0,0.0
2023,Diciembre,bod,Tomate Bola,GREAT FARM,5 X 6,COLOR 4,112,0.0,0.0
2023,Diciembre,bod,Tomate Bola,TOLIN,5 X 6,,24,0.0,0.0
2023,Diciembre,bod,Tomate Bola,BIG TOM,6 X 6,,72,0.0,0.0
2023,Diciembre,bod,Tomate Bola,GENERICA,6 X 6,,63,0.0,0.0
2023,Diciembre,bod,Tomate Bola,GREAT FARM,6 X 6,COLOR 2,62,0.0,0.0
2023,Diciembre,bod,Tomate Bola,GREEN LAND,6 X 6,COLOR 3,133,0.0,0.0
2023,Diciembre,bod,Tomate Bola,GREAT FARM,6 X 7,COLOR 3,31,0.0,0.0
2023,Diciembre,bod,Tomate Cherry,BULK GRAPE TOMATO,SIN TAMAÑO,,2,0.0,0.0
2023,Diciembre,bod,Tomate Saladete,GENERICA,2 DA,,23,0.0,0.0
2023,Diciembre,bod,Tomate Saladete,MAYTE,2 DA,,65,0.0,0.0
2023,Diciembre,bod,Tomate Saladete,TOMATOES ,2 DA,,226,0.0,0.0
2023,Diciembre,bod,Tomate Saladete,GENERICA,2 DA LG,,210,0.0,0.0
2023,Diciembre,bod,Tomate Saladete,SELECT TOMATE ,2 DA MD,,14,0.0,0.0
2023,Diciembre,bod,Tomate Saladete,SELECT TOMATE ,2 DA XL,,18,0.0,0.0
2023,Diciembre,bod,Tomate Saladete,GENERICA,3 ERA,COLOR 3,11,0.0,0.0
2023,Diciembre,bod,Tomate Saladete,SANDIA,3 ERA,,20,0.0,0.0
2023,Diciembre,bod,Tomate Saladete,GENERICA,3 ERA XL,COLOR 4,33,0.0,0.0
2023,Diciembre,bod,Tomate Saladete,ARROYO VALLEY,HUAJI-BOLA,COLOR 2,3,0.0,0.0
2023,Diciembre,bod,Tomate Saladete,SANDIA,HUAJI-BOLA,,36,0.0,0.0
2023,Diciembre,bod,Tomate Saladete,AG ZEPROMEX ,LG,,81,0.0,0.0
2023,Diciembre,bod,Tomate Saladete,AMOS,LG,,62,0.0,0.0
2023,Diciembre,bod,Tomate Saladete,BIG TOM,LG,,125,0.0,0.0
2023,Diciembre,bod,Tomate Saladete,CAMPO BLANCO,LG,,31,0.0,0.0
2023,Diciembre,bod,Tomate Saladete,DOÑA ESTHER,LG,,5,0.0,0.0
2023,Diciembre,bod,Tomate Saladete,EXCELLENT,LG,,72,0.0,0.0
2023,Diciembre,bod,Tomate Saladete,GENERICA,LG,,997,0.0,0.0
2023,Diciembre,bod,Tomate Saladete,GENERICA,LG,COLOR 4,5,0.0,0.0
2023,Diciembre,bod,Tomate Saladete,LA HACIENDA,LG,,136,0.0,0.0
2023,Diciembre,bod,Tomate Saladete,MAYTE,LG,,1,0.0,0.0
2023,Diciembre,bod,Tomate Saladete,SELECTO,LG,,146,0.0,0.0
2023,Diciembre,bod,Tomate Saladete,TRICAR,LG,,26,0.0,0.0
2023,Diciembre,bod,Tomate Saladete,TRICAR,LG,S/C,26,0.0,0.0
2023,Diciembre,bod,Tomate Saladete,TRIDAN,LG,,64,0.0,0.0
2023,Diciembre,bod,Tomate Saladete,AG ZEPROMEX ,MD,,40,0.0,0.0
2023,Diciembre,bod,Tomate Saladete,BIG TOM,MD,,23,0.0,0.0
2023,Diciembre,bod,Tomate Saladete,DOÑA ESTHER,MD,,16,0.0,0.0
2023,Diciembre,bod,Tomate Saladete,EL TORO,MD,,12,0.0,0.0
2023,Diciembre,bod,Tomate Saladete,ESTEFY,MD,,46,0.0,0.0
2023,Diciembre,bod,Tomate Saladete,GENERICA,MD,,1538,0.0,0.0
2023,Diciembre,bod,Tomate Saladete,GREEN LAND,MD,COLOR 3,74,0.0,0.0
2023,Diciembre,bod,Tomate Saladete,LA HACIENDA,MD,,49,0.0,0.0
2023,Diciembre,bod,Tomate Saladete,TRIDAN,MD,,185,0.0,0.0
2023,Diciembre,bod,Tomate Saladete,VIAJERO,MD,,4,0.0,0.0
2023,Diciembre,bod,Tomate Saladete,MAYTE,PAPEL,,54,0.0,0.0
2023,Diciembre,bod,Tomate Saladete,BARBOSA ,SM,,6,0.0,0.0
2023,Diciembre,bod,Tomate Saladete,BIG TOM,SM,,207,0.0,0.0
2023,Diciembre,bod,Tomate Saladete,DOÑA ESTHER,SM,,17,0.0,0.0
2023,Diciembre,bod,Tomate Saladete,GENERICA,SM,,436,0.0,0.0
2023,Diciembre,bod,Tomate Saladete,GREAT FARM,SM,3.5,42,0.0,0.0
2023,Diciembre,bod,Tomate Saladete,GREAT FARM,SM,COLOR 2,6,0.0,0.0
2023,Diciembre,bod,Tomate Saladete,GREAT FARM,SM,COLOR 4,5,0.0,0.0
2023,Diciembre,bod,Tomate Saladete,GREEN LAND,SM,COLOR 3,75,0.0,0.0
2023,Diciembre,bod,Tomate Saladete,KAMPOS,SM,,41,0.0,0.0
2023,Diciembre,bod,Tomate Saladete,LUCCAS,SM,,77,0.0,0.0
2023,Diciembre,bod,Tomate Saladete,MALPRO,SM,,15,0.0,0.0
2023,Diciembre,bod,Tomate Saladete,MAYTE,SM,,72,0.0,0.0
2023,Diciembre,bod,Tomate Saladete,TOMATOES ,SM,,217,0.0,0.0
2023,Diciembre,bod,Tomate Saladete,TOMATOES ,SM,COLOR 3,145,0.0,0.0
2023,Diciembre,bod,Tomate Saladete,TRICAR,SM,,1,0.0,0.0
2023,Diciembre,bod,Tomate Saladete,TRIDAN,SM,,203,0.0,0.0
2023,Diciembre,bod,Tomate Saladete,EL TORO,SSM,,22,0.0,0.0
2023,Diciembre,bod,Tomate Saladete,EXCELLENT,SSM,,92,0.0,0.0
2023,Diciembre,bod,Tomate Saladete,GENERICA,SSM,,59,0.0,0.0
2023,Diciembre,bod,Tomate Saladete,AMOS,XL,,483,0.0,0.0
2023,Diciembre,bod,Tomate Saladete,BIG TOM,XL,,186,0.0,0.0
2023,Diciembre,bod,Tomate Saladete,DOÑA ESTHER,XL,,1,0.0,0.0
2023,Diciembre,bod,Tomate Saladete,EXCELLENT,XL,COLOR 3,1,0.0,0.0
2023,Diciembre,bod,Tomate Saladete,FRESH 2U,XL,,1,0.0,0.0
2023,Diciembre,bod,Tomate Saladete,GENERICA,XL,,104,0.0,0.0
2023,Diciembre,bod,Tomate Saladete,MAYTE,XL,,254,0.0,0.0
2023,Diciembre,bod,Tomate Saladete,RED VALLEY,XL,,15,0.0,0.0
2023,Diciembre,bod,Tomate Saladete,SELECTO,XL,,8,0.0,0.0
2023,Diciembre,bod,Tomate Saladete,TRICAR,XL,,114,0.0,0.0
2023,Diciembre,bod,Tomate Saladete,TRICAR,XL,S/C,75,0.0,0.0
2023,Diciembre,bod,Tomate Saladete,TRIDAN,XL,,30,0.0,0.0
2023,Diciembre,bod,Tomate Saladete,AGROFRESH,XXL,,5,0.0,0.0
2023,Diciembre,bod,Tomate Saladete,DOÑA ESTHER,XXL,,75,0.0,0.0
2023,Diciembre,bod,Tomate Saladete,GENERICA,XXL,,10,0.0,0.0
2023,Diciembre,bod,Tomate Saladete,GREAT FARM,XXL,COLOR 4,34,0.0,0.0
2023,Diciembre,bod,Tomate Saladete,RED VALLEY,XXL,,125,0.0,0.0
2023,Diciembre,bod,Tomate Saladete,TRICAR,XXL,S/C,41,0.0,0.0
2022,Enero,bod,Cebolla ,SIN ETIQUETA,JB MEX,,5,8.6,0.0
2022,Enero,bod,Cebolla ,SIN ETIQUETA,LG MEX,,0,65.0,0.0
2022,Enero,bod,Cebolla ,SIN ETIQUETA,LM MEX,,3,45.0,0.0
2022,Enero,bod,Cebolla Morada,SIN ETIQUETA,SIN TAMAÑO,,2,25.25,0.0
2022,Enero,bod,Jalapeño,SIN ETIQUETA,SIN TAMAÑO,,40,1168.7,0.0
2022,Enero,bod,Morron ,FRESH VEGETALES,CHOICE,,13,0.0,0.0
2022,Enero,bod,Morron ,TRICAR,JUMBO,,28,0.0,0.0
2022,Enero,bod,Morron ,FARMERS,LG,,3,0.0,0.0
2022,Enero,bod,Morron ,FRESH VEGETALES,LG,,7,0.0,0.0
2022,Enero,bod,Morron ,VEGETALES,XL,,5,0.0,0.0
2022,Enero,bod,Pepino,CUCUMBERS,LARGE,,2,0.0,0.0
2022,Enero,bod,Pepino,FRESH LAND,PLAIN,,7,0.0,0.0
2022,Enero,bod,Pepino,TRIPLE H,PLAIN,,10,0.0,0.0
2022,Enero,bod,Pepino,TRIPLE H,SELEC,,2,0.0,0.0
2022,Enero,bod,Serrano,SIN ETIQUETA,SIN TAMAÑO,,1,21.0,0.0
2022,Enero,bod,Tomate Bola,GENERICA,3 X 4,,2,0.0,0.0
2022,Enero,bod,Tomate Bola,GENERICA,4 X 4,,11,0.0,0.0
2022,Enero,bod,Tomate Bola,GREAT FARM,4 X 4,,81,0.0,0.0
2022,Enero,bod,Tomate Bola,TOMATOES ,4 X 4,,9,0.0,0.0
2022,Enero,bod,Tomate Bola,GENERICA,4 X 5,,1,0.0,0.0
2022,Enero,bod,Tomate Bola,GREAT FARM,4 X 5,,78,0.0,0.0
2022,Enero,bod,Tomate Bola,GREEN LAND,4 X 5,,3,0.0,0.0
2022,Enero,bod,Tomate Bola,GREEN LAND,4 X 5,COLOR 3,61,0.0,0.0
2022,Enero,bod,Tomate Bola,GREEN LAND,4 X 5,COLOR 4,2,0.0,0.0
2022,Enero,bod,Tomate Bola,GENERICA,5 X 5,,9,0.0,0.0
2022,Enero,bod,Tomate Bola,GREAT FARM,5 X 5,,368,0.0,0.0
2022,Enero,bod,Tomate Bola,GREEN LAND,5 X 5,,3,0.0,0.0
2022,Enero,bod,Tomate Bola,GREEN LAND,5 X 5,3.5,16,0.0,0.0
2022,Enero,bod,Tomate Bola,GREEN LAND,5 X 5,COLOR 3,76,0.0,0.0
2022,Enero,bod,Tomate Bola,GREEN LAND,5 X 5,COLOR 4,114,0.0,0.0
2022,Enero,bod,Tomate Bola,GENERICA,5 X 6,,4,0.0,0.0
2022,Enero,bod,Tomate Bola,GREAT FARM,5 X 6,,284,0.0,0.0
2022,Enero,bod,Tomate Bola,GREAT FARM,5 X 6,3.5,2,0.0,0.0
2022,Enero,bod,Tomate Bola,GREEN LAND,5 X 6,3.5,26,0.0,0.0
2022,Enero,bod,Tomate Bola,GREEN LAND,5 X 6,COLOR 4,95,0.0,0.0
2022,Enero,bod,Tomate Bola,TOMATOES ,5 X 6,,4,0.0,0.0
2022,Enero,bod,Tomate Bola,GREAT FARM,6 X 6,,131,0.0,0.0
2022,Enero,bod,Tomate Bola,GREEN LAND,6 X 6,,5,0.0,0.0
2022,Enero,bod,Tomate Bola,GREEN LAND,6 X 6,COLOR 3,2,0.0,0.0
2022,Enero,bod,Tomate Bola,GREEN LAND,6 X 6,COLOR 4,395,0.0,0.0
2022,Enero,bod,Tomate Bola,GREAT FARM,6 X 7,,341,0.0,0.0
2022,Enero,bod,Tomate Cherry,GENERICA,SIN TAMAÑO,,5,0.0,0.0
2022,Enero,bod,Tomate Cherry,TOMATOES ,SIN TAMAÑO,,4,0.0,0.0
2022,Enero,bod,Tomate Saladete,SAN FERNANDO,2 DA XL,COLOR 4,3,0.0,0.0
2022,Enero,bod,Tomate Saladete,GALA,LG,,13,0.0,0.0
2022,Enero,bod,Tomate Saladete,LA FLOR,LG,,3,0.0,0.0
2022,Enero,bod,Tomate Saladete,MAYTE,LG,,1,0.0,0.0
2022,Enero,bod,Tomate Saladete,SANTI,LG,,1,0.0,0.0
2022,Enero,bod,Tomate Saladete,TERRA,LG,,55,0.0,0.0
2022,Enero,bod,Tomate Saladete,GREEN LAND,MD,COLOR 4,21,0.0,0.0
2022,Enero,bod,Tomate Saladete,HERLIM,MD,,1,0.0,0.0
2022,Enero,bod,Tomate Saladete,MAYTE,MD,,2,0.0,0.0
2022,Enero,bod,Tomate Saladete,RUDY,MD,,2,0.0,0.0
2022,Enero,bod,Tomate Saladete,SAN FERNANDO,MD,COLOR 3,4,0.0,0.0
2022,Enero,bod,Tomate Saladete,SAN FERNANDO,MD,COLOR 4,12,0.0,0.0
2022,Enero,bod,Tomate Saladete,TERRA,MD,,41,0.0,0.0
2022,Enero,bod,Tomate Saladete,GREAT FARM,SM,,22,0.0,0.0
2022,Enero,bod,Tomate Saladete,SAN FERNANDO,SM,COLOR 3,3,0.0,0.0
2022,Enero,bod,Tomate Saladete,SANTI,SM,,2,0.0,0.0
2022,Enero,bod,Tomate Saladete,TERRA,SM,,30,0.0,0.0
2022,Enero,bod,Tomate Saladete,CROWN JEWELS,XL,,3,0.0,0.0
2022,Enero,bod,Tomate Saladete,GALA,XL,,24,0.0,0.0
2022,Enero,bod,Tomate Saladete,GREEN LAND,XL,COLOR 4,57,0.0,0.0
2022,Enero,bod,Tomate Saladete,SAN FERNANDO,XL,COLOR 2,7,0.0,0.0
2022,Enero,bod,Tomate Saladete,SAN FERNANDO,XL,COLOR 3,2,0.0,0.0
2022,Enero,bod,Tomate Saladete,SAN FERNANDO,XL,COLOR 4,6,0.0,0.0
2022,Enero,bod,Tomate Saladete,SAN FERNANDO,XL,COLOR 5,107,0.0,0.0
2022,Enero,bod,Tomate Saladete,SANTI,XL,,134,0.0,0.0
2022,Enero,bod,Tomate Saladete,SELECTO,XL,ROJO,176,0.0,0.0
2022,Enero,bod,Tomate Saladete,BIG TOM,XXL,,9,0.0,0.0
2022,Enero,bod,Tomate Saladete,RUDY,XXL,,1,0.0,0.0
2022,Enero,bod,Tomate Saladete,SAN FERNANDO,XXL,COLOR 4,169,0.0,0.0
2022,Enero,bod,Tomate Saladete,TERRA,XXL,,118,0.0,0.0
2022,Enero,bod,Tomatillo,SIN ETIQUETA,SIN TAMAÑO,,2,1976.5,0.0
2022,Febrero,bod,Cebolla ,SIN ETIQUETA,JB MEX,,0,7.0,0.0
2022,Febrero,bod,Cebolla ,SIN ETIQUETA,LG MEX,,4,44.5,0.0
2022,Febrero,bod,Cebolla ,SAN JOSE,LM MEX,,3,5.0,0.0
2022,Febrero,bod,Cebolla ,SIN ETIQUETA,LM MEX,,5,42.5,0.0
2022,Febrero,bod,Cebolla ,SIN ETIQUETA,PP SELEC,,2,21.12,0.0
2022,Febrero,bod,Morron ,FRESH VEGETALES,LG,,1,0.0,0.0
2022,Febrero,bod,Morron ,FRESH VEGETALES,MD,,4,0.0,0.0
2022,Febrero,bod,Morron ,IPR FRESH,MD,,2,0.0,0.0
2022,Febrero,bod,Morron ,VEGETALES,XL,,5,0.0,0.0
2022,Febrero,bod,Pepino,CUCUMBERS,LARGE,,23,0.0,0.0
2022,Febrero,bod,Pepino,CUCUMBERS,SSELE,,41,0.0,0.0
2022,Febrero,bod,Tomate Bola,GENERICA,3 X 4,,53,0.0,0.0
2022,Febrero,bod,Tomate Bola,TOMATOES ,3 X 4,,12,0.0,0.0
2022,Febrero,bod,Tomate Bola,GENERICA,4 X 4,,27,0.0,0.0
2022,Febrero,bod,Tomate Bola,TOMATOES ,4 X 4,,17,0.0,0.0
2022,Febrero,bod,Tomate Bola,GENERICA,4 X 5,,3,0.0,0.0
2022,Febrero,bod,Tomate Bola,TOMATOES ,4 X 5,,2,0.0,0.0
2022,Febrero,bod,Tomate Bola,GENERICA,5 X 5,,9,0.0,0.0
2022,Febrero,bod,Tomate Bola,TOMATOES ,5 X 5,,16,0.0,0.0
2022,Febrero,bod,Tomate Bola,BIG TOM,5 X 6,,6,0.0,0.0
2022,Febrero,bod,Tomate Bola,GENERICA,5 X 6,,3,0.0,0.0
2022,Febrero,bod,Tomate Bola,TOMATOES ,5 X 6,,10,0.0,0.0
2022,Febrero,bod,Tomate Bola,BIG TOM,6 X 6,,17,0.0,0.0
2022,Febrero,bod,Tomate Cherry,GENERICA,SIN TAMAÑO,,2,0.0,0.0
2022,Febrero,bod,Tomate Cherry,TOMATOES ,SIN TAMAÑO,,3,0.0,0.0
2022,Febrero,bod,Tomate Saladete,ALFER,LG,,14,0.0,0.0
2022,Febrero,bod,Tomate Saladete,AZTECA,LG,,16,0.0,0.0
2022,Febrero,bod,Tomate Saladete,BANDERILLAS,LG,,3,0.0,0.0
2022,Febrero,bod,Tomate Saladete,CATALINA,LG,,5,0.0,0.0
2022,Febrero,bod,Tomate Saladete,CHICURAL,LG,,2,0.0,0.0
2022,Febrero,bod,Tomate Saladete,ESTRELLA,LG,,72,0.0,0.0
2022,Febrero,bod,Tomate Saladete,LA FLOR,LG,,4,0.0,0.0
2022,Febrero,bod,Tomate Saladete,ROYAL ,LG,,2,0.0,0.0
2022,Febrero,bod,Tomate Saladete,CHICURAL,MD,,3,0.0,0.0
