Year,Month,Source,Producto,Etiqueta,Tamaño,Color,Cajas,Kilos,Importe_Venta
2022,Marzo,isla,Tomate Saladete,BIZARRO,XL,,1134,0.0,0.0
2022,Marzo,isla,Tomate Saladete,BONITO,XL,,693,0.0,0.0
2022,Marzo,isla,Tomate Saladete,TERRA,XL,,792,0.0,0.0
2022,Marzo,isla,Tomate Saladete,TORERO,XL,,85,0.0,0.0
2022,Marzo,isla,Tomate Saladete,TERRA,XXL,,360,0.0,0.0
2022,Abril,isla,Tomate Bola,GENERICA,4 X 5,,10,0.0,0.0
2022,Abril,isla,Tomate Saladete,RR,LG,,2340,0.0,0.0
2022,Abril,isla,Tomate Saladete,CHUCHO,XL,,141,0.0,0.0
2022,Abril,isla,Tomate Saladete,GENERICA,XL,,6,0.0,0.0
2022,Abril,isla,Tomate Saladete,ROXANA,XL,,144,0.0,0.0
2022,Abril,isla,Tomate Saladete,CAPY,XXL,,142,0.0,0.0
2022,Abril,isla,Tomate Saladete,GENERICA,XXL,,9,0.0,0.0
2022,Abril,isla,Tomate Saladete,GLORIA,XXL,,145,0.0,0.0
2022,Mayo,isla,Calabaza,GENERICA,1 ERA,,14,0.0,0.0
2022,Mayo,isla,Calabaza,GENERICA,2 DA,,2,0.0,0.0
2022,Mayo,isla,Tomate Saladete,HUGOS,LG,,48,0.0,0.0
2022,Mayo,isla,Tomate Saladete,EL SILLAR,MD,,48,0.0,0.0
2022,Mayo,isla,Tomate Saladete,HUGOS,MD,,9,0.0,0.0
2022,Mayo,isla,Tomate Saladete,RR,MD,,3763,0.0,0.0
2022,Mayo,isla,Tomate Saladete,GENERICA,SSM,,10,0.0,0.0
2022,Mayo,isla,Tomate Saladete,TRIPLE H,XL,,342,0.0,0.0
2022,Junio,isla,Tomate Bola,GENERICA,4 X 5,,9,0.0,0.0
2022,Junio,isla,Tomate Saladete,FRESH,LG,,29,0.0,0.0
2022,Junio,isla,Tomate Saladete,KING PRODUCE,LG,,39,0.0,0.0
2022,Junio,isla,Tomate Saladete,PASO DEL NORTE,LG,,45,0.0,0.0
2022,Junio,isla,Tomate Saladete,RUDY,LG,,81,0.0,0.0
2022,Junio,isla,Tomate Saladete,GENERICA,MD,,105,0.0,0.0
2022,Junio,isla,Tomate Saladete,KING PRODUCE,MD,,72,0.0,0.0
2022,Junio,isla,Tomate Saladete,ONE GO,MD,,82,0.0,0.0
2022,Junio,isla,Tomate Saladete,RUDY,MD,,29,0.0,0.0
2022,Junio,isla,Tomate Saladete,GENERICA,SM,,48,0.0,0.0
2022,Junio,isla,Tomate Saladete,RUDY,SM,,16,0.0,0.0
2022,Junio,isla,Tomate Saladete,SIR HENRY,SM,,32,0.0,0.0
2022,Junio,isla,Tomate Saladete,GENERICA,XL,,4,0.0,0.0
2022,Julio,isla,Calabaza,GENERICA,2 DA,,18,0.0,0.0
2022,Julio,isla,Tomate Saladete,FINCADOR,LG,,501,0.0,0.0
2022,Julio,isla,Tomate Saladete,GENERICA,LG,,171,0.0,0.0
2022,Julio,isla,Tomate Saladete,DG,MD,,33,0.0,0.0
2022,Julio,isla,Tomate Saladete,FINCADOR,MD,,197,0.0,0.0
2022,Julio,isla,Tomate Saladete,GENERICA,MD,,31,0.0,0.0
2022,Julio,isla,Tomate Saladete,GENERICA,SSM,,101,0.0,0.0
2022,Julio,isla,Tomate Saladete,EL CUADRO ,XL,,60,0.0,0.0
2022,Julio,isla,Tomate Saladete,FINCADOR,XL,,72,0.0,0.0
2022,Julio,isla,Tomate Saladete,RR,XL,,4785,0.0,0.0
2022,Agosto,isla,Tomate Saladete,GENERICA,LG,,45,0.0,0.0
2022,Agosto,isla,Tomate Saladete,RED VALLEY,LG,,18,0.0,0.0
2022,Agosto,isla,Tomate Saladete,GENERICA,MD,,48,0.0,0.0
2022,Agosto,isla,Tomate Saladete,PASO DEL NORTE,XL,,103,0.0,0.0
2022,Agosto,isla,Tomate Saladete,CEDRAL,XXL,,667,0.0,0.0
2022,Septiembre,isla,Pepino,GENERICA,LARGE,,47,0.0,0.0
2022,Septiembre,isla,Tomate Saladete,GENERICA,LG,,2,0.0,0.0
2022,Septiembre,isla,Tomate Saladete,PASO DEL NORTE,LG,,70,0.0,0.0
2022,Septiembre,isla,Tomate Saladete,GENERICA,MD,,3,0.0,0.0
2022,Septiembre,isla,Tomate Saladete,GENERICA,SSM,,63,0.0,0.0
2022,Septiembre,isla,Tomate Saladete,CEDRAL,XL,,240,0.0,0.0
2022,Septiembre,isla,Tomate Saladete,ESTRELLA,XL,,52,0.0,0.0
2022,Septiembre,isla,Tomate Saladete,PASO DEL NORTE,XL,,10,0.0,0.0
2022,Septiembre,isla,Tomate Saladete,CEDRAL,XXL,,6,0.0,0.0
2022,Octubre,isla,Pepino,GENERICA,LARGE,,108,0.0,0.0
2022,Octubre,isla,Tomate Saladete,ANITA,LG,,57,0.0,0.0
2022,Octubre,isla,Tomate Saladete,KALIFRESH,LG,,31,0.0,0.0
2022,Octubre,isla,Tomate Saladete,PASO DEL NORTE,LG,,89,0.0,0.0
2022,Octubre,isla,Tomate Saladete,BARAJAS,SM,,12,0.0,0.0
2022,Octubre,isla,Tomate Saladete,ANITA,XL,,45,0.0,0.0
2022,Noviembre,isla,Pepino,GENERICA,LARGE,,47,0.0,0.0
2022,Noviembre,isla,Tomate Saladete,FINCADOR,LG,,54,0.0,0.0
2022,Noviembre,isla,Tomate Saladete,GENERICA,LG,,19,0.0,0.0
2022,Noviembre,isla,Tomate Saladete,PASO DEL NORTE,LG,,52,0.0,0.0
2022,Noviembre,isla,Tomate Saladete,RR,LG,,648,0.0,0.0
2022,Noviembre,isla,Tomate Saladete,GENERICA,MD,,13,0.0,0.0
2022,Noviembre,isla,Tomate Saladete,LAS JOYAS,MD,,240,0.0,0.0
2022,Noviembre,isla,Tomate Saladete,MAYTE,MD,,15,0.0,0.0
2022,Noviembre,isla,Tomate Saladete,RR,MD,,1044,0.0,0.0
2022,Noviembre,isla,Tomate Saladete,SAN JAVIER,MD,,119,0.0,0.0
2022,Noviembre,isla,Tomate Saladete,BARAJAS,SM,,10,0.0,0.0
2022,Noviembre,isla,Tomate Saladete,RR,XL,,2476,0.0,0.0
2022,Noviembre,isla,Tomate Saladete,SAN JAVIER,XL,,77,0.0,0.0
2022,Noviembre,isla,Tomate Saladete,GENERICA,XXL,,10,0.0,0.0
2022,Diciembre,isla,Tomate Saladete,KALIFRESH,LG,,28,0.0,0.0
2022,Diciembre,isla,Tomate Saladete,RR,LG,,2820,0.0,0.0
2022,Diciembre,isla,Tomate Saladete,FRESH,MD,,98,0.0,0.0
2022,Diciembre,isla,Tomate Saladete,GENERICA,MD,,238,0.0,0.0
2022,Diciembre,isla,Tomate Saladete,RR,MD,,3343,0.0,0.0
2022,Diciembre,isla,Tomate Saladete,TOMVER,MD,,32,0.0,0.0
2022,Diciembre,isla,Tomate Saladete,CEDRAL,SM,,72,0.0,0.0
2022,Diciembre,isla,Tomate Saladete,RR,SM,,141,0.0,0.0
2022,Diciembre,isla,Tomate Saladete,RR,XL,,2802,0.0,0.0
2022,Diciembre,isla,Tomate Saladete,SAN JAVIER,XL,,70,0.0,0.0
